"w1","w2","prediction","rank"
"each","of","your",3
"each","one","i",5
"each","one","is",6
"each","or","for",5
"each","other","a",9
"each","other","about",4
"each","other","and",60
"each","other","as",11
"each","other","at",7
"each","other","because",4
"each","other","but",18
"each","other","for",20
"each","other","from",4
"each","other","how",3
"each","other","i",20
"each","other","in",46
"each","other","instead",5
"each","other","is",6
"each","other","it",7
"each","other","like",5
"each","other","on",13
"each","other","out",5
"each","other","so",9
"each","other","that",8
"each","other","the",18
"each","other","they",12
"each","other","to",13
"each","other","we",11
"each","other","what",4
"each","other","with",12
"each","other","you",4
"each","side","of",13
"each","time","i",17
"each","time","they",5
"each","time","we",5
"each","time","you",6
"each","week","and",6
"each","week","for",4
"each","year","and",11
"each","year","but",6
"eager","to","get",5
"eager","to","see",12
"ear","to","the",3
"earlier","i","was",5
"earlier","in","the",79
"earlier","that","day",5
"earlier","this","month",78
"earlier","this","week",49
"earlier","this","year",109
"early","enough","to",6
"early","for","a",7
"early","in","a",4
"early","in","the",122
"early","morning","hours",10
"early","next","week",7
"early","next","year",23
"early","s","it",4
"early","s","the",7
"early","saturday","morning",8
"early","stages","of",9
"early","th","century",21
"early","this","morning",22
"early","to","tell",4
"earn","a","living",7
"ease","of","use",4
"easier","and","it",3
"easier","for","the",4
"easier","it","is",9
"easier","on","the",4
"easier","said","than",9
"easier","to","do",11
"easier","to","find",8
"easier","to","get",10
"easier","to","make",7
"easier","to","navigate",6
"easier","to","use",3
"easiest","thing","to",3
"easily","as","a",3
"easily","be","a",3
"easing","back","into",3
"east","and","west",8
"east","coast","and",8
"east","coast","in",5
"east","coast","is",5
"east","end","of",5
"east","of","the",17
"easter","egg","hunt",9
"easy","access","to",11
"easy","and","the",3
"easy","but","it",6
"easy","enough","to",7
"easy","for","me",10
"easy","for","the",8
"easy","for","you",7
"easy","it","is",16
"easy","thing","to",6
"easy","to","do",13
"easy","to","find",17
"easy","to","follow",8
"easy","to","forget",7
"easy","to","get",22
"easy","to","go",5
"easy","to","keep",4
"easy","to","maintain",4
"easy","to","pull",3
"easy","to","see",13
"easy","to","spot",7
"easy","to","talk",3
"easy","to","understand",5
"easy","to","use",22
"easy","way","out",5
"easy","way","to",17
"eat","a","lot",10
"eat","all","the",6
"eat","and","drink",12
"eat","at","the",10
"eat","it","too",5
"eat","like","a",4
"eat","one","and",4
"eat","or","drink",7
"eat","pray","love",12
"eat","the","same",5
"eat","the","whole",5
"eat","them","in",3
"eat","your","heart",4
"eating","and","drinking",7
"economic","development","director",6
"economic","development","projects",6
"economic","impact","of",5
"economy","and","the",5
"economy","it","is",5
"edgar","allan","poe",5
"edge","of","the",50
"editor","in","chief",5
"editor","of","the",26
"education","in","a",3
"education","is","not",3
"education","is","the",5
"effect","of","a",5
"effective","way","to",5
"effects","from","the",4
"effects","in","the",4
"effects","of","the",12
"efficient","way","to",4
"effort","to","create",5
"effort","to","get",15
"effort","to","make",9
"effort","to","stay",3
"efforts","to","end",4
"efforts","to","help",7
"egg","and","a",3
"egg","whites","and",5
"either","do","not",3
"either","in","the",7
"either","it","is",12
"either","of","the",11
"either","of","them",8
"either","of","us",8
"either","side","of",22
"either","that","or",10
"either","there","is",3
"either","way","he",5
"either","way","the",10
"either","way","this",4
"elbow","to","the",3
"elected","to","the",22
"election","to","be",3
"election","will","be",7
"electric","bill","and",3
"element","of","surprise",5
"element","to","the",3
"elementary","school","teacher",5
"elephant","in","the",6
"eligible","for","the",17
"else","are","you",7
"else","but","i",7
"else","can","you",10
"else","could","go",3
"else","do","you",9
"else","has","already",3
"else","has","to",3
"else","i","can",8
"else","i","could",5
"else","i","have",14
"else","in","a",3
"else","in","the",25
"else","is","a",4
"else","is","going",17
"else","it","is",12
"else","it","would",3
"else","on","the",11
"else","that","is",4
"else","then","i",3
"else","to","go",7
"else","to","say",6
"else","we","are",6
"else","we","will",4
"else","who","can",3
"else","who","has",4
"else","who","is",3
"else","would","have",4
"else","would","they",3
"else","you","can",8
"elsewhere","in","the",19
"email","address","and",7
"email","and","facebook",3
"email","from","my",8
"email","from","the",5
"email","last","week",4
"email","saying","that",4
"email","them","to",7
"email","to","all",4
"email","us","at",28
"email","when","you",3
"email","with","the",6
"embark","on","a",8
"embarking","on","a",4
"embarking","on","the",3
"embarrassed","to","admit",6
"emerged","from","the",7
"emergence","of","the",5
"emphasis","on","the",16
"empire","of","the",5
"employee","of","the",18
"employers","do","not",3
"en","route","to",40
"enable","you","to",3
"encourage","one","another",3
"encourage","students","to",3
"encourage","you","to",17
"encouraged","by","his",4
"encouraged","to","attend",4
"encourages","everyone","to",3
"encouraging","people","to",4
"encouraging","them","to",3
"encyclopedic","knowledge","of",3
"end","and","i",5
"end","and","we",3
"end","i","hope",3
"end","i","will",5
"end","in","a",4
"end","in","sight",7
"end","in","the",7
"end","it","is",14
"end","it","was",11
"end","of","a",63
"end","of","an",15
"end","of","april",15
"end","of","each",9
"end","of","every",6
"end","of","february",4
"end","of","her",6
"end","of","his",21
"end","of","it",19
"end","of","its",5
"end","of","january",5
"end","of","july",9
"end","of","june",12
"end","of","last",15
"end","of","life",4
"end","of","march",15
"end","of","may",21
"end","of","my",18
"end","of","next",9
"end","of","november",4
"end","of","one",5
"end","of","our",12
"end","of","that",19
"end","of","the",667
"end","of","their",15
"end","of","this",59
"end","of","world",3
"end","of","year",6
"end","the","day",6
"end","the","first",4
"end","to","a",8
"end","to","end",4
"end","to","the",14
"end","up","as",6
"end","up","at",5
"end","up","being",29
"end","up","doing",8
"end","up","getting",9
"end","up","in",38
"end","up","like",8
"end","up","on",19
"end","up","where",5
"end","up","with",45
"end","you","will",4
"ended","in","the",3
"ended","it","with",3
"ended","up","at",12
"ended","up","being",22
"ended","up","buying",4
"ended","up","getting",11
"ended","up","going",6
"ended","up","having",6
"ended","up","in",17
"ended","up","making",8
"ended","up","on",7
"ended","up","watching",3
"ended","up","with",43
"ended","with","a",13
"ending","to","a",4
"endorsed","by","the",9
"ends","at","pm",6
"ends","at","the",4
"ends","of","the",28
"ends","on","a",5
"ends","up","as",3
"ends","up","at",3
"ends","up","being",11
"ends","up","in",6
"ends","up","with",6
"ends","with","a",11
"energy","of","the",8
"energy","to","the",10
"engage","in","a",7
"engaged","in","a",22
"english","is","not",3
"english","language","and",4
"enjoy","a","good",4
"enjoy","a","little",4
"enjoy","and","be",3
"enjoy","it","while",4
"enjoy","the","day",10
"enjoy","the","holiday",6
"enjoy","the","new",6
"enjoy","what","you",6
"enjoyed","all","the",5
"enjoyed","it","and",3
"enjoyed","it","very",3
"enjoying","every","minute",5
"enough","about","the",9
"enough","and","i",5
"enough","energy","to",4
"enough","food","to",5
"enough","for","a",24
"enough","for","all",4
"enough","for","her",6
"enough","for","him",3
"enough","for","me",33
"enough","for","the",19
"enough","for","you",8
"enough","is","enough",12
"enough","it","is",9
"enough","money","for",7
"enough","money","to",27
"enough","not","to",7
"enough","of","a",13
"enough","of","it",9
"enough","of","the",11
"enough","people","to",6
"enough","room","in",3
"enough","so","i",5
"enough","so","that",8
"enough","that","i",11
"enough","that","it",7
"enough","that","you",5
"enough","time","for",6
"enough","time","to",28
"enough","to","admit",5
"enough","to","be",39
"enough","to","bring",7
"enough","to","buy",8
"enough","to","cover",13
"enough","to","dissuade",3
"enough","to","do",26
"enough","to","drive",7
"enough","to","eat",6
"enough","to","even",3
"enough","to","fit",6
"enough","to","follow",6
"enough","to","get",53
"enough","to","give",5
"enough","to","go",12
"enough","to","have",28
"enough","to","hold",10
"enough","to","keep",20
"enough","to","know",27
"enough","to","let",10
"enough","to","make",46
"enough","to","not",7
"enough","to","own",3
"enough","to","pay",7
"enough","to","play",9
"enough","to","say",5
"enough","to","see",16
"enough","to","share",4
"enough","to","start",3
"enough","to","take",13
"enough","to","the",4
"enough","to","think",5
"enough","to","win",15
"enough","to","work",5
"enough","we","are",3
"enough","we","did",3
"enough","with","the",6
"ensure","that","it",4
"ensure","that","the",16
"ensure","that","their",5
"ensure","they","can",3
"enter","into","a",6
"enter","into","the",8
"entered","in","the",8
"entered","into","a",8
"entered","to","win",14
"entertainment","in","the",3
"enthusiasm","for","the",6
"entire","life","and",4
"entire","month","of",6
"entire","stock","of",3
"entire","time","i",4
"entitled","to","a",8
"entrance","to","the",18
"entries","will","be",4
"entry","on","the",4
"envious","of","the",5
"episode","of","the",21
"episodes","of","the",5
"equipped","to","deal",3
"equipped","with","a",7
"equipped","with","the",3
"equivalent","of","a",10
"era","in","which",7
"era","of","the",4
"escape","from","house",7
"escaped","from","the",6
"especially","as","a",5
"especially","as","they",5
"especially","at","the",3
"especially","considering","that",4
"especially","for","a",6
"especially","for","those",5
"especially","good","for",3
"especially","if","it",8
"especially","if","you",37
"especially","in","the",39
"especially","like","the",6
"especially","on","the",5
"especially","since","it",4
"especially","since","the",6
"especially","since","we",3
"especially","those","in",4
"especially","those","who",4
"especially","when","i",7
"especially","when","it",29
"especially","when","the",15
"especially","when","they",15
"especially","when","we",6
"especially","when","you",15
"especially","with","the",11
"essence","of","the",8
"essential","for","the",4
"essentially","the","same",7
"etc","and","the",4
"etc","i","am",7
"etc","it","is",10
"etc","will","be",3
"eve","of","the",8
"even","a","few",5
"even","a","full",4
"even","a","good",4
"even","a","little",13
"even","a","small",4
"even","after","a",6
"even","after","he",3
"even","as","a",15
"even","as","it",4
"even","as","they",7
"even","at","my",3
"even","at","the",11
"even","be","able",7
"even","be","called",3
"even","before","i",8
"even","before","the",19
"even","better","than",21
"even","better","to",4
"even","better","when",4
"even","call","me",3
"even","close","to",20
"even","deal","with",3
"even","for","a",8
"even","for","an",5
"even","from","the",5
"even","get","a",8
"even","get","the",5
"even","get","to",11
"even","go","to",14
"even","going","to",9
"even","got","a",9
"even","got","to",4
"even","had","a",14
"even","have","a",36
"even","have","that",3
"even","have","the",10
"even","have","to",17
"even","heard","of",9
"even","i","could",5
"even","if","he",22
"even","if","i",62
"even","if","it",120
"even","if","she",6
"even","if","that",12
"even","if","the",72
"even","if","there",13
"even","if","they",67
"even","if","this",4
"even","if","we",21
"even","if","you",103
"even","if","your",13
"even","in","a",12
"even","in","death",3
"even","in","the",47
"even","in","this",5
"even","in","those",3
"even","just","a",3
"even","know","that",7
"even","know","the",6
"even","know","what",43
"even","know","where",7
"even","looks","like",3
"even","make","a",6
"even","make","it",5
"even","more","because",4
"even","more","but",5
"even","more","difficult",5
"even","more","fun",4
"even","more","important",12
"even","more","interesting",3
"even","more","of",10
"even","more","so",10
"even","more","special",4
"even","more","than",19
"even","more","when",8
"even","need","to",5
"even","now","i",4
"even","on","a",6
"even","on","the",13
"even","remember","it",3
"even","say","that",4
"even","see","the",5
"even","so","i",6
"even","some","of",8
"even","take","a",4
"even","the","best",10
"even","the","most",30
"even","the","slightest",6
"even","the","smallest",7
"even","think","about",11
"even","think","of",8
"even","though","a",4
"even","though","all",3
"even","though","he",52
"even","though","i",147
"even","though","it",71
"even","though","most",4
"even","though","my",10
"even","though","she",21
"even","though","that",5
"even","though","the",81
"even","though","their",5
"even","though","there",11
"even","though","they",35
"even","though","this",5
"even","though","we",27
"even","though","you",19
"even","thought","about",4
"even","to","the",6
"even","to","your",3
"even","tried","to",4
"even","try","to",11
"even","understand","why",3
"even","want","to",21
